Datacleaned,,,,,,
,Title,Abstract,source&dates,source,dates,Url
636,两年求职两百次被拒 英国优秀女大学生吞药自杀,...　　 中广网北京7月25日消息据中国之声《央广新闻》11点51分报道，今年1-6月全国检察机关共立案侦查职务犯罪案件20200件，26793人，同比分别上升5.4%、9.4%，今年下半年，检察机,央广网    2010-04-23,央广网,2010-04-23,https://www.ringdata.com/news/detail?id=20100423e58156b2f3672df7af888d15afae774d
637,拼命三郎柳承敏：曾想过跳海自杀 新女友是大学生,,央广网    2010-08-23,央广网,2010-08-23,https://www.ringdata.com/news/detail?id=20100823eb40addd5508ba40957ac925abe2d29f
638,大学生交友不慎误吸毒 被拘后牙咬手腕动脉自杀,,人民网    2013-08-15,人民网,2013-08-15,https://www.ringdata.com/news/detail?id=2013081524c44149de5a7324b7e2c223d0af9ed6
639,官方通报大学生因学籍问题自杀事件两中学违规,,人民网    2015-11-05,人民网,2015-11-05,https://www.ringdata.com/news/detail?id=20151105d43ab08c3de5ff0165c7a301f550e158
640,女大学生突患白血病 中风奶奶为减负担悄悄自杀,,央广网    2015-10-23,央广网,2015-10-23,https://www.ringdata.com/news/detail?id=20151023b3e332c19dbb98558fb06011791f969e
641,上吊自杀港大学生遗书曝光 因脸上有暗疮而寻死,,中国新闻网    2010-03-04,中国新闻网,2010-03-04,https://www.ringdata.com/news/detail?id=20100304ea1f3d73da38dc89b46236574a1ff2ae
642,印度偷拍性爱录像曝光致女子自杀女大学生尤甚,,多彩贵州网    2010-05-17,多彩贵州网,2010-05-17,https://www.ringdata.com/news/detail?id=201005174872d4a6a1dac36e9e354f731896bde7
644,武汉待业大学生被父催促找工作 吞农药水银自杀,,中国新闻网    2009-10-22,中国新闻网,2009-10-22,https://www.ringdata.com/news/detail?id=2009102290ed6e871cc5a5bafa3ccd17147396d5
645,英女大学生不堪压力 查自杀网站跳金门大桥死亡,"中新网7月2日电 英国一名23岁大学毕业生，疑因不敌工作压力，浏览数个自杀网站后，远赴美国，至旧金山金门大桥一跃而下，了结生命,其父母7月1日向记者透露了这个悲惨事实。 　　据香港《文汇报》报道，",中国山东网    2008-07-02,中国山东网,2008-07-02,https://www.ringdata.com/news/detail?id=20080702379e2eaf31f134285108315f0aef6f34
648,抑郁女大学生微博留言自杀 专家称因缺亲情关爱,专家分析“走饭”自杀时称，七成自杀者患有抑郁症――― 　　缺少亲情关爱是自杀主因 　　“我有抑郁症，所以就去死一死，没什么重要的原因，大家不必在意我的离开。拜拜啦。”3月18日上午，名为“走,中国新闻网    2012-03-20,中国新闻网,2012-03-20,https://www.ringdata.com/news/detail?id=20120320487d1e5da4691aaf70e0d58eb9fd85f1
649,俄罗斯20岁女大学生因母亲反对其变性跳楼自杀,【环球网综合报道】据俄罗斯《共青团真理报》5月16日消息，莫斯科一20岁女大学生因母亲不允许其做变性手术，从22层楼跳下自杀。据悉，她在临死前还脱去了衣服。 　　据报道，在女孩家里没有找到其任何死,胶东在线网    2013-05-17,胶东在线网,2013-05-17,https://www.ringdata.com/news/detail?id=2013051706948a4985c7092a691774a784624bdc
651,大学生与漂亮女子一夜情 无颜见女友欲跳车自杀,核心提示：8月4日，上海某高校学生因与一名年轻漂亮女子发生一夜情，在列车上产生跳车自杀念头。他称觉得对不起女友，更觉得无颜去见她。 　　一男青年因“做错事”造成心理压力过大，在列车上竟产生跳车自杀念头,浙江在线网    2008-08-06,浙江在线网,2008-08-06,https://www.ringdata.com/news/detail?id=200808063dda933f34669785687f4d722cd268c9
652,20%大学生曾想过自杀 大学每个班都将设心理委员,在昨天举行的大学生心理健康保障体系论坛上，中国心理协会副理事长张建新透露，最新调查显示，约有20%的大学生曾动过自杀的念头，让大学生引发自杀念头的负面生活事件中，最常见的是丢面子、被人歧视或误会，,衢州新闻网    2007-12-29,衢州新闻网,2007-12-29,https://www.ringdata.com/news/detail?id=20071229430aca76386315f03d3c09fd22969ef0
653,浙江女大学生疑寝室遭“情杀” 70后嫌犯杀人后自杀,前天晚上10点多，浙江大学宁波理工学院发生了一起凶杀案。一名大三的女学生被一名男子用刀杀害。男子杀害女大学生后，选择了自杀。目前，该男子正在鄞州二院接受治疗。据记者了解，该男子为校外人士，1976,人民网    2012-10-08,人民网,2012-10-08,https://www.ringdata.com/news/detail?id=20121008acfe3881755c5b9a7aba822df31d3cb4
656,英国8成受访大学生有生活压力 超1成想过自杀,,人民网    2013-05-23,人民网,2013-05-23,https://www.ringdata.com/news/detail?id=2013052386c7607f4a997ab555533b8ed5660c6d
658,校园贷款平台手续费高昂 大学生负债几十万自杀,因负债几十万元，河南大学某高校学生自杀的消息令人痛心，而这几十万元欠款的来源，竟然是许多互联网校园贷款平台，高额的手续费、滞纳金以及对于学生开展的信用贷款业务引来市场的质疑。早前，商业银行可以为在,安徽广播电视台网    2016-03-21,安徽广播电视台网,2016-03-21,https://www.ringdata.com/news/detail?id=201603210be2c92b72c2dc6cc78cb2fe05c63a4f
659,郑州21岁大学生 因无力偿还60万元网贷跳楼自杀,记者韩景玮通讯员卜奕涵 　　核心提示｜网贷辐射校园，由此引发的极端事件备受社会关注。8月24日，银监会明确提出用“停、移、整、教、引”五字方针，整改校园贷问题。今年3月9日，郑州一21岁大学生,中国新闻网    2016-08-26,中国新闻网,2016-08-26,https://www.ringdata.com/news/detail?id=20160826abb55ed9b62135e282fb91f3a2b5b535
660,沈阳大学生到本溪欲自杀 警民联手挽救年轻生命,沈阳一大学生偷偷来到本溪关门山森林公园附近欲轻生，大学生导师向警方发来求助信息…… 　　5月17日23时许，本溪县公安局小市派出所接到110转警称，沈阳市公安局指挥中心转递警情，沈阳某大学学生李某,东北新闻网    2018-05-22,东北新闻网,2018-05-22,https://www.ringdata.com/news/detail?id=20180522757ade6da268c65c2b4da83fac9a6faa
661,自杀成潜伏于大学生间无形杀手生命该如何教育？,北京一所著名大学有40人被确诊为抑郁症。视觉中国供图 　　秋天，是草木凋零的季节，也是自杀的多发期，又被称为“自杀季节”。近期发生于太平洋东岸的留学生自杀事件更为这季节添了几分寒凉。 　　在本应意气风,中安在线网    2017-11-06,中安在线网,2017-11-06,https://www.ringdata.com/news/detail?id=20171106c7105e450ad0c7a4d25d0c75130251e8
664,女大学生打零工受辱 为证清白服百颗晕车药自杀,,中国日报网    2016-02-06,中国日报网,2016-02-06,https://www.ringdata.com/news/detail?id=20160206f9f453ae26b388a85f4e50f3c510c2d7
666,孤女孩示爱大学生网友遭拒 校门口割腕自杀殉情,网友只拿她当朋友 　　女孩大学门口割腕 　　今年16岁的河南女孩小霞是个孤儿，没什么朋友。前不久，她在网上认识了一个南京某高校的男生，通过网聊，小霞对他日久生情，一个人跑到南京来看他。面对小霞的示,胶东在线网    2010-03-17,胶东在线网,2010-03-17,https://www.ringdata.com/news/detail?id=20100317d47646972cabbc1867a29cba99bac802
667,贵阳女大学生退学后烧炭自杀 母亲外出打工失联,【贵阳女大学生退学后烧炭自杀 母亲外出打工失联】 　　11月28日早上，在贵阳市白云区金园路附近的家中，48岁的汉子王佳福眼泪一下子就流了下来，他们最疼爱的四女儿小芹（化名），选择了烧炭自杀的方式,鄂东网    2016-11-30,鄂东网,2016-11-30,https://www.ringdata.com/news/detail?id=201611303d06bbc1779f7bdee7f46d8fd0d04be8
670,大学生疑因情感受挫勒颈自杀 舍友赶到送医获救,昨天中午，在南京某大学就读计算机系的小张（化名），在自己的宿舍中用电线勒颈，整个人都昏死了过去。幸好舍友小宋回宿舍取东西发现了小张，将他及时送至医院治疗。医生表示，小张没有生命危险。 　　舍友小宋,人民网    2012-03-28,人民网,2012-03-28,https://www.ringdata.com/news/detail?id=20120328e8c4e5565464d378a8b096c7de95ca02
671,厦门一女大学生身陷裸贷自杀 校园裸贷如何叫停？,中新网福州4月17日电(林玲)对于熊先生来说，刚刚过去的一个星期是他这辈子最难熬的时光。原本应该在大学里享受花样年华的女儿，却选择在宾馆中自杀身亡。据熊先生表示，让自己的女儿一步步走上不归路的，就,东北新闻网    2017-04-18,东北新闻网,2017-04-18,https://www.ringdata.com/news/detail?id=2017041881a3583d8f6561ebd0e1cbb275c7fbe2
673,港一大学生疑受学业困扰 给老师发电邮称要自杀,中新网 8月18日电 据香港《文汇报》报道，香港一名24岁大专生，近期疑因学业问题困扰萌轻生念头，17日上午向学校一名33岁姓梁女职员发电邮,中国新闻网    2013-08-18,中国新闻网,2013-08-18,https://www.ringdata.com/news/detail?id=20130818f9b13a60430d2200b33ad46d83739723
674,纽约3大学生疑陷感情纠纷 谋杀再自杀陈尸民宅,人民网1月19日讯 据《纽约今日新闻》消息，当地时间17日，警方宣布，纽约州立大学杰纳苏分校（SUNY Geneseo）的两名在校学生和一名曾就读该校的学生被发现在该校附近的一处民宅中死亡，警方认为这,人民网    2016-01-19,人民网,2016-01-19,https://www.ringdata.com/news/detail?id=2016011919f4b13862264c5b19f89c3aa30defda
676,大学生通过QQ群相约在长沙自杀 群内对话太可怕！,大学生通过QQ群相约在长沙自杀 群内对话太可怕！ 2016-12-07 9:15 您的浏览器不支持 video 标签。 您的浏览器不支持 audio 标签。 　　长沙晚报掌上长沙12月7日讯 综合中国,长沙晚报网    2016-12-07,长沙晚报网,2016-12-07,https://www.ringdata.com/news/detail?id=201612078ad1aaf52763f986b2434464c7d9de82
677,高利网贷入侵校园 导致一大学生借款后跳楼自杀,央广网财经4月28日消息(记者王雨馨)近日，河南一大学生通过校园网贷平台借款，而后巨额负债跳楼自杀的悲剧让名目繁多的“校园网贷”平台暴露在公众视野。众媒体报道当下校园网贷乱象丛生，许多平台不符合借,光明网    2016-05-30,光明网,2016-05-30,https://www.ringdata.com/news/detail?id=20160530e04300b4ca3e7fc1d77bb4fba5376e6d
679,大学生与网友扮夫妻角色入戏太深求爱遭拒自杀,,胶东在线网    2007-05-01,胶东在线网,2007-05-01,https://www.ringdata.com/news/detail?id=20070501a0737f2cf139924d052c6ca643cc9743
682,青岛女大学生被降级后自杀 校方称降级处分正常,原标题：青岛女大学生被降级后自杀 校方称降级处分正常  ,人民政协网    2015-07-23,人民政协网,2015-07-23,https://www.ringdata.com/news/detail?id=20150723669929016a2820ee4c27ffc9cbc8b55d
683,大学生之死：贷款后每天都有人催债 数次自杀未遂,,央广网    2016-03-21,央广网,2016-03-21,https://www.ringdata.com/news/detail?id=2016032118993bd404c3b44e81faadb345eb8a3d
686,女大学生微博直播自杀朋友及时报警状况不乐观,,多彩贵州网    2013-04-28,多彩贵州网,2013-04-28,https://www.ringdata.com/news/detail?id=201304289380c0001fa395e9c72174b477d0cc14
687,女大学生经常梦见死去同窗 为求解脱钻车轮自杀,经常梦见死去同窗 女大学生自杀求解脱 幸被及时拦下； 　　心理专家分析，其已具备抑郁症特征 　　东亚讯（记者 陈海宁 实习生 刘琳） 因为经常梦见死去的同窗，长春女大学生王雪（化名）无法释怀，她,胶东在线网    2010-11-11,胶东在线网,2010-11-11,https://www.ringdata.com/news/detail?id=2010111179c8675b0ba0cbdd3c7123eb8423847a
688,请病假太多面临退学 患忧郁症女大学生上吊自杀,,央广网    2009-12-22,央广网,2009-12-22,https://www.ringdata.com/news/detail?id=2009122291567bca55b9674d8af36b9aabc6aea5
694,女大学生遭电信诈骗后跳海自杀身亡 主犯被判无期,12月28日上午，广东省揭阳市中级人民法院对被告人陈明慧等七人电信网络诈骗案一审公开宣判，以诈骗罪判处被告人陈明慧无期徒刑，剥夺政治权利终身，并处没收个人全部财产；以诈骗罪分别判处被告人范治杰、高,中国新闻网    2017-12-28,中国新闻网,2017-12-28,https://www.ringdata.com/news/detail?id=20171228362f4623bb4d62b57032188f4d34af17
695,大学生无力偿还60万网贷自杀 28名受牵连同学免责,核心提示：网贷辐射校园，由此引发的极端事件备受社会关注。8月24日，银监会明确提出用“停、移、整、教、引”五字方针，整改校园贷问题。今年3月9日，郑州一21岁大学生，因无力偿还60万元网贷跳楼自杀，因,中国日报网    2016-08-26,中国日报网,2016-08-26,https://www.ringdata.com/news/detail?id=20160826a4fcb387c73b87b3c9e67400dea43ce5
696,女大学生遭电信诈骗后跳海自杀身亡　主犯被判无期,12月28日上午，广东省揭阳市中级人民法院对被告人陈明慧等七人电信网络诈骗案一审公开宣判，以诈骗罪判处被告人陈明慧无期徒刑，剥夺政治权利终身，并处没收个人全部财产；以诈骗罪分别判处被告人范治杰、高学忠,海广网    2017-12-28,海广网,2017-12-28,https://www.ringdata.com/news/detail?id=201712289a1b1afa0e947dfad95dd62d77ed76f5
697,自杀成潜伏于大学生间的无形杀手 生命该如何教育?,大学生死课 　　中国青年报中青在线记者孙庆玲 　　秋天，是草木凋零的季节，也是自杀的多发期，又被称为“自杀季节”。近期发生于太平洋东岸的留学生自杀事件更为这季节添了几分寒凉。 　　在本应意气风发的,中国江苏网    2017-11-06,中国江苏网,2017-11-06,https://www.ringdata.com/news/detail?id=201711062406b3cded24ccfe3f5c3014c0e2fdfe
698,自杀成潜伏于大学生间的无形杀手 生命该如何教育？,大学生死课 　　中国青年报·中青在线记者 孙庆玲 　　秋天，是草木凋零的季节，也是自杀的多发期，又被称为“自杀季节”。近期发生于太平洋东岸的留学生自杀事件更为这季节添了几分寒凉。 　　在本应意气风,江海明珠网    2017-11-06,江海明珠网,2017-11-06,https://www.ringdata.com/news/detail?id=20171106dfdb01b7f243579792dae286715a7b78
699,大学生为同学还1.7万贷款背35万债务 不堪恐吓自杀,据安徽商报报道，22岁的小朱是淮南市一所高校的大三学生。11月4日，割腕自杀的他虽被父母从生死线上拉回来，但高利贷债权人讨债的恐吓与威胁，却让一家三口惶恐不安。这些得从小朱为同学偿还1.7万元贷款说起,江西网络广播电视台网    2017-11-30,江西网络广播电视台网,2017-11-30,https://www.ringdata.com/news/detail?id=201711303fee1bfd27adbda091db8fcbb62df863
700,女大学生查出乙肝自杀引关注 专家详解传播途径,东南网5月5日讯(海峡都市报记者 章微) 福鼎女大学生吴昕怡被查出是乙肝病毒携带者，独居一间宿舍34天后自杀。此事再次引发了百姓对乙肝传染性的关注。日常接触会传染乙肝吗?如何预防感染乙肝?昨日，福建,东南网    2015-05-05,东南网,2015-05-05,https://www.ringdata.com/news/detail?id=20150505628be63c5eba265b6ebd32ce2430f6ea
701,“校园贷”致多名大学生自杀 杭州一涉黑团伙12人获刑,【导读】 2016年10月至2018年1月期间，以被告人胡某某为组织、领导者，以鲍某某、吴某某、魏某某、施某某等人为骨干成员的黑社会性质组织为谋取不法经济利益，以民间借贷为名，长期盘踞在杭州下沙高教园,盐城新闻网    2019-04-26,盐城新闻网,2019-04-26,https://www.ringdata.com/news/detail?id=201904267a72866a71ca19ee84caca855e400161
702,广东女大学生被诈骗跳海自杀案6名嫌疑人均被抓,7月19日，广东省惠来县高考录取新生蔡淑妍接到不法分子假冒“奔跑吧，兄弟”栏目组发出的虚假中奖短信，蔡淑妍回拨短信中的电话号码，被嫌疑人诱骗点击登录钓鱼网站，并填入相关个人信息。 随后，嫌疑人又以缴,环球网    2016-09-09,环球网,2016-09-09,https://www.ringdata.com/news/detail?id=20160909d7a1f726005caafe38e8c3e02295c3e7
703,失恋大学生QQ空间留遗书烧炭自杀老师报警救下他,QQ空间留遗书，失恋大学生招待所烧炭自杀 老师闻讯报警 民警破门救人 发表在QQ空间里的遗言。网络截图由警方提供 　　贵阳市花溪区某高校一男大学生，因为与女友分手，心灰意冷下在QQ空间内写下遗书，随即,多彩贵州网    2017-09-12,多彩贵州网,2017-09-12,https://www.ringdata.com/news/detail?id=201709129aa42c474518ac4857b9097b6adc2541
704,假自杀大学生领刑1年 房奴为婚房挪用公款进牢房,2010/09/09 14:09 来源： 浏览：5934 假自杀大学生领刑1年 房奴为婚房挪用,温州日报    2010-09-09,温州日报,2010-09-09,https://www.ringdata.com/news/detail?id=20100909747c2cac9c8a0216f22ce99b5c0a65fb
705,大学生六级作弊被取消学位 宿舍内自杀微博留遗言,微博再次无奈地见证了年轻生命的消逝。7月15日凌晨，黑龙江八一农垦大学经管学院一名李姓大三学生，通过定时发送工具，连发18条微博作为遗言。15日下午，该生在学校宿舍内被发现，发现时已经死亡。从其遗言来,人民网    2012-07-17,人民网,2012-07-17,https://www.ringdata.com/news/detail?id=20120717ed6081ff850d4670c6c0bd46ce20c7c1
706,大学生并非自杀高危人群 京尝试医校合作关爱学生,24日是我国第十二个“大学生心理健康日”。（北京）市卫生局副局长毛羽透露，调查显示，大学生并非自杀的高危群体。目前，本市正在尝试建立“关爱大学生心理健康医校合作模式”。 据毛羽介绍，当前出现心理问题的,上海教育新闻网    2011-05-26,上海教育新闻网,2011-05-26,https://www.ringdata.com/news/detail?id=201105262cf1416f406986dc8b52c3939190cd9e
707,去年本市13名大学生自杀身亡 学业、感情、心理是主因,本网讯（见习记者 孙雪莹）今天（18日）上午，市教委向社会发布《2009年上海高校大学生安全情况通报》。本市去年高校共发生各类安全事故52起，造成24名大学生死亡，死亡人数同比下降56.36%。值得重,上海教育新闻网    2010-03-18,上海教育新闻网,2010-03-18,https://www.ringdata.com/news/detail?id=20100318b8943ef01eaf8388bae27274ed4cc0ee
708,厦门一女大学生身陷裸贷自杀亡 校园裸贷如何叫停？,中新网福州4月17日电 (林玲)对于熊先生来说，刚刚过去的一个星期是他这辈子最难熬的时光。原本应该在大学里享受花样年华的女儿，却选择在宾馆中自杀身亡。据熊先生表示，让自己的女儿一步步走上不归路的，就,人民政协网    2017-04-17,人民政协网,2017-04-17,https://www.ringdata.com/news/detail?id=20170417bc033cdcd31c43caea4071eb712ff067
709,大学生欠贷60万跳楼自杀 网贷进校园不能“有钱任性”,“爸，妈，儿子对不起你们，我真的撑不下去了……别给我收尸，太丢人……”在发完这段短信后，21岁的郑兴强（化名）从青岛的一家宾馆楼上跳了下去，陪伴他最后时光的只有那部白色的手机，里面存留着两天前的电,扬子晚报    2016-03-21,扬子晚报,2016-03-21,https://www.ringdata.com/news/detail?id=20160321745d31304da66c6d33139bc1fc2381cc
710,济南一女大学生赤裸跳楼自杀 曾哭着说不想上学了,大众网12月22日讯 12月18日凌晨，和家人通完最后一个电话后，21岁的娜娜从齐鲁师范学院济南高新校区3号宿舍楼的四楼坠下，经抢救无效身亡。警方调查后认定，系跳楼自杀。想到女儿坠楼时全身赤裸且事,中国新闻网    2016-12-22,中国新闻网,2016-12-22,https://www.ringdata.com/news/detail?id=201612225752425df13ff3ae4464883e20cda126
712,两男子旅馆内烧炭自杀身亡 其中一人为在校大学生,“吓得我现在都没缓过神来，他们可能是烧炭自杀的。”发现死者的旅馆工作人员说。昨日下午3时许，长沙高桥大市场13区11栋的一家旅馆，2名男子被发现死在房中。民警发现，房内有烧炭痕迹，其中一名死者是在,中国新闻网    2013-09-10,中国新闻网,2013-09-10,https://www.ringdata.com/news/detail?id=20130910e611c6f0f280f8bf0adfdb848fd9c78d
713,大学生地铁坠亡案开审 家属称曾被要求承认系自杀,昨天，死者马跃的母亲孟朝红在法庭上提出了11个问题，质疑监控视频鉴定结论。　　晨报记者 郝笑天/摄 　　2010年8月23日，大学生马跃在北京地铁二号线鼓楼大街站等地铁时坠下站台身亡。事后，调,中国新闻网    2013-08-20,中国新闻网,2013-08-20,https://www.ringdata.com/news/detail?id=2013082061b4c2efaf885d14e6fa4e0574750979
714,美亚裔大学生自杀率高 抗压力差不习惯看心理医生,中国侨网8月29日电 据美国《世界日报》报道，近期一位来自中国大陆的学生，选择在校园自杀。两年前就读南加州名校的另一位中国大陆留学生，选择前往拉斯维加斯举枪自尽。美国心理协会(American P,中国侨网    2014-08-29,中国侨网,2014-08-29,https://www.ringdata.com/news/detail?id=20140829ab70cb334bb7035558d5e22f8757a20f
716,揭阳女大学生被骗学费跳海自杀 广东已成立专案组,擦亮眼，教训太惨痛   新学期开学第一天，再传通讯诈骗学生的噩耗：广东揭阳市一女大学生被骗光近万元学费和生活费后，跳海自杀。   广东揭阳市公安局昨天通报称，8月30日晚间接到居民张某报警，,现代快报    2016-09-02,现代快报,2016-09-02,https://www.ringdata.com/news/detail?id=201609028b7d02f660b316d65d28f27e3d35a63e
718,大学生失恋自杀频现 专家称开恋爱课程是生命教育,采访：朱砂 　　专家支持：张志刚 上海市青春期性教育专业委员会主任、上海师范大学教授 　　宋娅茹 上海交大国家战略心理研究所所长 　　日前，教育部发布了普通高校学生心理健康课程的基本要求，,中国新闻网    2011-09-28,中国新闻网,2011-09-28,https://www.ringdata.com/news/detail?id=201109283ef4fd99cac199886ed1a2f1a1c77f3e
719,女大学生坠楼摔成重伤向学校索赔 一审认定为自杀,大一女生小聂(化名)状告学校，称自己从宿舍不慎坠下致重伤，向学校索赔52万余元。可洪山区法院查明，该女生是因不满意就读的学校而跳楼自杀，因此，一审判校方不担责任。不过，记者昨悉，受伤女生不服，已向,东北新闻网    2015-02-11,东北新闻网,2015-02-11,https://www.ringdata.com/news/detail?id=20150211776d03e5a593b85eb58fe02c670ff58b
720,失恋大学生QQ空间留遗书烧炭自杀 老师报警救下他,发表在QQ空间里的遗言。网络截图由警方提供 　　贵阳市花溪区某高校一男大学生，因为与女友分手，心灰意冷下在QQ空间内写下遗书，随即在花溪某招待所内烧炭自杀。学校老师发现后及时报警，当地警方迅速查找,多彩贵州网    2017-09-12,多彩贵州网,2017-09-12,https://www.ringdata.com/news/detail?id=201709126a60095b56ec21a2e3e25b7bb70707b9
721,女大学生微博直播割腕自杀过程 网友报警送医抢救,,人民网    2013-04-28,人民网,2013-04-28,https://www.ringdata.com/news/detail?id=201304288bd595ba1b8bb7d1ac9718930c572ec4
722,女大学生遭电信诈骗后跳海自杀身亡主犯被判无期,12月28日上午，广东省揭阳市中级人民法院对被告人陈明慧等七人电信网络诈骗案一审公开宣判，以诈骗罪判处被告人陈明慧无期徒刑，剥夺政治权利终身，并处没收个人全部财产；以诈骗罪分别判处被告人范治杰、高,多彩贵州网    2017-12-28,多彩贵州网,2017-12-28,https://www.ringdata.com/news/detail?id=201712289a90f7c8fa2a72594109a4f151932ba0
725,女大学生遭威胁散发裸照自杀 福建警方：刑侦已介入,中新网 11月17日电 据福州市长乐区公安局官方微博消息，网曝“女大学生遭威胁自杀”一案，目前长乐区公安局刑侦大队已介入调查，公安机关将查清,中国新闻网    2019-11-17,中国新闻网,2019-11-17,https://www.ringdata.com/news/detail?id=20191117a8a9a9779db7bbcc30cad3faa69bb41f
727,女大学生因高校乙肝歧视自杀 律师惋惜未勇敢维权,【财新网】（记者 赵晗）照片上的吴昕怡站在她梦寐以求的“牛校”，笑容灿烂。然而也是在这里，被查出携带乙肝病毒的她，选择在单间宿舍内烧炭自杀。 　　财新记者了解到，吴昕怡近日已被火化，家属不愿接受媒,财新网    2015-04-30,财新网,2015-04-30,https://www.ringdata.com/news/detail?id=2015043008e4beb7d299eea8c60ff90bcb8908a6
728,21岁女大学生赤裸跳楼自杀 家属未提尸体解剖检验,12月22日22日下午，“济南公安”官方微博通报，2016年12月18日凌晨1时29分，济南市公安局指挥中心接报警，报警人哭着称：山东广播电视大学高新校区有人跳楼了。接警后，高新分局值班民警立即出,湖北新闻网    2016-12-25,湖北新闻网,2016-12-25,https://www.ringdata.com/news/detail?id=201612254da9031c87d8545d33be25395a3f9a7a
730,加拿大大学生自杀率高 中国留学生批省府支援不足,中国侨网9月28日电 据加拿大《星岛日报》报道，加拿大安省大专健康协会发表报告指，2013年与2016年调查比较显示，安省大专生在焦虑、抑郁及企图自杀方面有明显上升。协会要求省府就大专生在心理、精,中国侨网    2016-09-28,中国侨网,2016-09-28,https://www.ringdata.com/news/detail?id=20160928757d4af32de3c7a97d499e2d3d84275b
733,荆州一女大学生因感情纠纷跳江自杀 被民警拉上岸,4月26日凌晨，接110指令称在宝塔河江边有人跳江，要求出警救助。 　　水上所民警迅速到达现场，发现一名女子正朝江中心走去，江水已淹没其大腿。民警立即从冰冷的江水中将女子拉上岸边，将其带回派出所。,湖北新闻网    2018-05-02,湖北新闻网,2018-05-02,https://www.ringdata.com/news/detail?id=201805026d511feff44d4ac217ffa23ad9f9c8bb
736,福州女大学生遭裸照威胁自杀 犯罪嫌疑人已被刑拘,【导读】 近日，网曝“女大学生遭威胁自杀”一案，经公安机关全力侦查，犯罪嫌疑人郑某现已被长乐区公安局刑事拘留，该案正在进一步审理中 11月20日晚，@长乐公安发布案情通报，近日，网曝“女大学生遭威胁自,盐城新闻网    2019-11-20,盐城新闻网,2019-11-20,https://www.ringdata.com/news/detail?id=201911205168716e5c772634d3e66efd94b006a1
737,石首一大学生想创业遭父母反对 欲自杀被民警救回,8月25日13时，有群众向石首市公安局笔架山派出所报警称：城区建设路某酒店一客房内有人要自杀。事关人命，值班民警一边火速前往现场，一边迅速与报警人联系，了解欲自杀者姓名和基本情况，得知欲自杀者叫武,荆州新闻网    2015-08-31,荆州新闻网,2015-08-31,https://www.ringdata.com/news/detail?id=20150831f7d5891a332bd1f50f382bab3b2f1dad
739,松滋农民债台高筑要自杀 大学生村官给他二次生命,记者江川通讯员陈泽文 　　长假期间，荆州晚报编辑部平台收到来自松滋市老城镇读者陈志华的一封信，讲述了他与当地农家书屋之间一段鲜为人知的故事。 　　养猪亏损妻闹离婚 　　他产生了轻生念头 　　陈志华,荆州新闻网    2012-10-09,荆州新闻网,2012-10-09,https://www.ringdata.com/news/detail?id=20121009e3e221ca0ebcd696b0632da975c3911c
740,美国频现亚裔大学生自杀事件 心理健康问题引关注,,央广网    2016-06-13,央广网,2016-06-13,https://www.ringdata.com/news/detail?id=2016061355ec1df15459bc491af2f24b24071745
741,大学生为同学还1.7万贷款背35万债务不堪恐吓自杀,22岁的小朱是淮南市一所高校的大三学生。11月4日，割腕自杀的他虽被父母从生死线上拉回来，但高利贷债权人讨债的恐吓与威胁，却让一家三口惶恐不安。这些得从小朱为同学偿还1.7万元贷款说起。为还贷，小,中国宁波网    2017-11-30,中国宁波网,2017-11-30,https://www.ringdata.com/news/detail?id=2017113085ec7e010d74f8104c03078e742c60c4
744,日媒：调查显示日两成大学生曾因工作难找想过自杀,,人民网    2013-10-19,人民网,2013-10-19,https://www.ringdata.com/news/detail?id=20131019eaddfb73a8cc805077614e6849d5c87d
748,19岁剑桥女大学生跳飞机自杀 疑因项目遇“瓶颈”｜身亡,? 19岁的剑桥女大学生因飞机失事自杀，怀疑研究项目遇到“瓶颈” [万维网报道见习记者王博雅]“她跳下飞机回家。” 来自《太阳报》的Alana图 英国《太阳报》在31日报道了一个令人遗憾的悲剧：7月2,湖北新闻网（民办1）    2019-08-11,湖北新闻网（民办1）,2019-08-11,https://www.ringdata.com/news/detail?id=201908119cd82d20a26ac0ba448c45f24e2306a4
749,大马华裔大学生疑因学业压力自杀 无法过22岁生日,中国侨网11月11日电 据马来西亚《中国报》报道，马来西亚一名华裔大学生疑不堪学业压力，10日早在家中上吊自杀，无法与家人庆祝3天后的22岁生日。 　　据了解，死者近期内一直面对学业带来的压力，导,中国侨网    2016-11-11,中国侨网,2016-11-11,https://www.ringdata.com/news/detail?id=20161111fd784ca13033de746f4a705bc25ebd35
750,女大学生见网友后跳楼自杀 疑发生关系后情绪失控,南昌新闻网讯  17日15时许，东湖区榕门路华远帝景大厦一女子坠楼。接到报案后，民警和法医立即赶到现场，经过检查，坠楼女子已无生命迹象。走访调查中，附近居民没人认识坠楼女子。 家属到达派出所后失声,人民政协网    2017-04-21,人民政协网,2017-04-21,https://www.ringdata.com/news/detail?id=20170421aa776014b29814e44bac5bd35540028f
751,女大学生遭前男友裸照威胁自杀 女生家属:将捐遗体,"据福州市长乐区公安局11月20日晚消息，近日，网曝\""女大学生遭威胁自杀\""一案，经公安机关全力侦查，犯罪嫌疑人郑某现已被长乐区公安局刑事拘留，该案正在进一步审理中。 10月28日，22岁的大四女生小",杭州网    2019-11-21,杭州网,2019-11-21,https://www.ringdata.com/news/detail?id=20191121c8d9207c825b7f570043d0d81ba1b933
